year,month,place,state,rainfall_mm,rainfall_3day,temperature_c,humidity_percent,elevation_m,soil_type,slope_deg,flood
2015,12,Gangtok,Sikkim,25.62,12.47,23.6,70.7,1650,Mountain Soil,30,1
2016,12,Gangtok,Sikkim,109.95,31.96,29.5,49.2,1650,Mountain Soil,30,0
2017,12,Gangtok,Sikkim,10.0,3.84,28.1,75.4,1650,Mountain Soil,30,0
2018,12,Gangtok,Sikkim,167.2,56.09,22.4,92.7,1650,Mountain Soil,30,0
2019,12,Gangtok,Sikkim,123.04,26.84,27.0,59.5,1650,Mountain Soil,30,0
2020,12,Gangtok,Sikkim,40.97,11.11,24.4,53.3,1650,Mountain Soil,30,0
2021,12,Gangtok,Sikkim,124.15,54.16,27.5,38.4,1650,Mountain Soil,30,0
2022,12,Gangtok,Sikkim,75.21,37.16,27.0,41.4,1650,Mountain Soil,30,0
2023,12,Gangtok,Sikkim,10.0,2.82,27.6,54.1,1650,Mountain Soil,30,0
2024,12,Gangtok,Sikkim,61.28,16.29,27.5,97.9,1650,Mountain Soil,30,0
2025,12,Gangtok,Sikkim,52.8,15.31,26.2,75.6,1650,Mountain Soil,30,0
2015,1,Shimla,Himachal Pradesh,216.91,90.08,26.0,27.9,2276,Mountain Soil,25,0
2016,1,Shimla,Himachal Pradesh,208.85,80.99,25.3,78.9,2276,Mountain Soil,25,0
2017,1,Shimla,Himachal Pradesh,139.78,34.21,23.6,87.4,2276,Mountain Soil,25,1
2018,1,Shimla,Himachal Pradesh,450.17,184.64,21.2,80.1,2276,Mountain Soil,25,1
2019,1,Shimla,Himachal Pradesh,226.2,71.72,27.8,60.0,2276,Mountain Soil,25,0
2020,1,Shimla,Himachal Pradesh,186.67,40.36,27.6,59.1,2276,Mountain Soil,25,0
2021,1,Shimla,Himachal Pradesh,93.65,41.13,22.4,67.1,2276,Mountain Soil,25,0
2022,1,Shimla,Himachal Pradesh,50.13,12.67,22.9,58.6,2276,Mountain Soil,25,0
2023,1,Shimla,Himachal Pradesh,28.85,12.06,27.5,35.4,2276,Mountain Soil,25,0
2024,1,Shimla,Himachal Pradesh,106.42,41.19,23.9,59.9,2276,Mountain Soil,25,0
2025,1,Shimla,Himachal Pradesh,122.94,39.67,27.9,43.3,2276,Mountain Soil,25,0
2015,2,Shimla,Himachal Pradesh,68.9,21.34,21.1,65.6,2276,Mountain Soil,25,0
2016,2,Shimla,Himachal Pradesh,137.45,44.11,26.2,70.7,2276,Mountain Soil,25,0
2017,2,Shimla,Himachal Pradesh,21.49,6.33,25.6,38.1,2276,Mountain Soil,25,0
2018,2,Shimla,Himachal Pradesh,52.34,17.12,23.3,33.8,2276,Mountain Soil,25,0
2019,2,Shimla,Himachal Pradesh,333.55,78.79,27.0,99.3,2276,Mountain Soil,25,1
2020,2,Shimla,Himachal Pradesh,205.56,83.42,27.5,75.3,2276,Mountain Soil,25,0
2021,2,Shimla,Himachal Pradesh,205.03,82.72,21.4,79.4,2276,Mountain Soil,25,1
2022,2,Shimla,Himachal Pradesh,330.56,159.35,20.9,88.3,2276,Mountain Soil,25,1
2023,2,Shimla,Himachal Pradesh,59.54,19.2,20.5,46.1,2276,Mountain Soil,25,0
2024,2,Shimla,Himachal Pradesh,278.05,61.33,23.0,42.8,2276,Mountain Soil,25,0
2025,2,Shimla,Himachal Pradesh,142.8,32.36,20.4,49.0,2276,Mountain Soil,25,0
2015,3,Shimla,Himachal Pradesh,67.65,20.35,24.2,66.2,2276,Mountain Soil,25,1
2016,3,Shimla,Himachal Pradesh,121.49,31.46,23.7,69.5,2276,Mountain Soil,25,0
2017,3,Shimla,Himachal Pradesh,81.35,36.13,27.8,41.2,2276,Mountain Soil,25,0
2018,3,Shimla,Himachal Pradesh,44.87,15.24,23.9,70.3,2276,Mountain Soil,25,0
2019,3,Shimla,Himachal Pradesh,103.84,36.38,25.0,70.6,2276,Mountain Soil,25,0
2020,3,Shimla,Himachal Pradesh,258.22,89.2,25.0,49.1,2276,Mountain Soil,25,0
2021,3,Shimla,Himachal Pradesh,246.27,107.13,26.3,67.7,2276,Mountain Soil,25,0
2022,3,Shimla,Himachal Pradesh,113.63,37.01,25.4,50.2,2276,Mountain Soil,25,0
2023,3,Shimla,Himachal Pradesh,174.72,76.39,27.2,65.4,2276,Mountain Soil,25,0
2024,3,Shimla,Himachal Pradesh,93.44,24.41,25.7,65.9,2276,Mountain Soil,25,0
2025,3,Shimla,Himachal Pradesh,87.68,34.34,24.8,69.1,2276,Mountain Soil,25,0
2015,4,Shimla,Himachal Pradesh,394.53,86.12,28.1,82.8,2276,Mountain Soil,25,1
2016,4,Shimla,Himachal Pradesh,341.23,145.5,28.2,83.2,2276,Mountain Soil,25,1
2017,4,Shimla,Himachal Pradesh,311.04,104.58,20.5,89.4,2276,Mountain Soil,25,1
2018,4,Shimla,Himachal Pradesh,188.3,71.89,25.2,62.2,2276,Mountain Soil,25,0
2019,4,Shimla,Himachal Pradesh,283.8,116.15,24.4,54.0,2276,Mountain Soil,25,0
2020,4,Shimla,Himachal Pradesh,29.08,10.52,22.9,43.7,2276,Mountain Soil,25,0
2021,4,Shimla,Himachal Pradesh,36.84,10.53,28.0,84.7,2276,Mountain Soil,25,0
2022,4,Shimla,Himachal Pradesh,174.64,44.29,23.2,87.1,2276,Mountain Soil,25,1
2023,4,Shimla,Himachal Pradesh,129.19,39.99,22.0,88.6,2276,Mountain Soil,25,0
2024,4,Shimla,Himachal Pradesh,211.0,83.93,26.0,86.9,2276,Mountain Soil,25,1
2025,4,Shimla,Himachal Pradesh,161.17,43.44,28.0,77.6,2276,Mountain Soil,25,0
2015,5,Shimla,Himachal Pradesh,261.06,63.26,24.0,68.4,2276,Mountain Soil,25,0
2016,5,Shimla,Himachal Pradesh,298.98,82.44,26.5,80.6,2276,Mountain Soil,25,0
2017,5,Shimla,Himachal Pradesh,281.33,85.66,23.9,42.0,2276,Mountain Soil,25,0
2018,5,Shimla,Himachal Pradesh,116.3,48.24,28.2,33.3,2276,Mountain Soil,25,0
2019,5,Shimla,Himachal Pradesh,42.89,18.41,24.4,67.0,2276,Mountain Soil,25,0
2020,5,Shimla,Himachal Pradesh,11.5,5.2,27.1,82.1,2276,Mountain Soil,25,0
2021,5,Shimla,Himachal Pradesh,10.0,4.4,25.7,76.3,2276,Mountain Soil,25,0
2022,5,Shimla,Himachal Pradesh,238.34,88.94,23.8,27.6,2276,Mountain Soil,25,0
2023,5,Shimla,Himachal Pradesh,60.15,21.93,21.7,68.5,2276,Mountain Soil,25,0
2024,5,Shimla,Himachal Pradesh,155.75,31.65,25.7,75.5,2276,Mountain Soil,25,1
2025,5,Shimla,Himachal Pradesh,107.21,33.37,22.6,53.8,2276,Mountain Soil,25,0
2015,6,Shimla,Himachal Pradesh,10.0,3.77,28.0,68.0,2276,Mountain Soil,25,0
2016,6,Shimla,Himachal Pradesh,96.05,31.44,21.1,33.2,2276,Mountain Soil,25,0
2017,6,Shimla,Himachal Pradesh,323.51,137.15,28.3,60.4,2276,Mountain Soil,25,0
2018,6,Shimla,Himachal Pradesh,99.38,47.48,21.4,52.6,2276,Mountain Soil,25,0
2019,6,Shimla,Himachal Pradesh,73.12,14.67,23.6,50.8,2276,Mountain Soil,25,0
2020,6,Shimla,Himachal Pradesh,132.62,28.47,26.6,56.1,2276,Mountain Soil,25,0
2021,6,Shimla,Himachal Pradesh,84.46,39.62,28.2,80.3,2276,Mountain Soil,25,1
2022,6,Shimla,Himachal Pradesh,100.58,26.39,21.0,83.4,2276,Mountain Soil,25,0
2023,6,Shimla,Himachal Pradesh,167.24,59.53,23.7,20.4,2276,Mountain Soil,25,0
2024,6,Shimla,Himachal Pradesh,95.85,33.94,25.8,80.3,2276,Mountain Soil,25,0
2025,6,Shimla,Himachal Pradesh,101.39,48.88,27.1,71.9,2276,Mountain Soil,25,0
2015,7,Shimla,Himachal Pradesh,10.0,3.96,23.5,40.4,2276,Mountain Soil,25,0
2016,7,Shimla,Himachal Pradesh,138.52,68.14,21.3,73.7,2276,Mountain Soil,25,0
2017,7,Shimla,Himachal Pradesh,15.6,4.78,22.4,83.7,2276,Mountain Soil,25,0
2018,7,Shimla,Himachal Pradesh,67.29,31.38,22.5,53.3,2276,Mountain Soil,25,0
2019,7,Shimla,Himachal Pradesh,289.07,104.27,17.3,89.9,2276,Mountain Soil,25,1
2020,7,Shimla,Himachal Pradesh,297.63,140.72,24.4,85.1,2276,Mountain Soil,25,1
2021,7,Shimla,Himachal Pradesh,240.26,110.59,19.4,90.1,2276,Mountain Soil,25,1
2022,7,Shimla,Himachal Pradesh,132.55,48.49,23.4,74.7,2276,Mountain Soil,25,0
2023,7,Shimla,Himachal Pradesh,56.18,24.63,21.3,58.0,2276,Mountain Soil,25,0
2024,7,Shimla,Himachal Pradesh,435.5,214.03,20.3,83.9,2276,Mountain Soil,25,1
2025,7,Shimla,Himachal Pradesh,10.0,3.14,21.3,82.4,2276,Mountain Soil,25,0
2015,8,Shimla,Himachal Pradesh,10.0,2.62,24.3,81.7,2276,Mountain Soil,25,0
2016,8,Shimla,Himachal Pradesh,46.02,16.57,18.2,33.1,2276,Mountain Soil,25,0
2017,8,Shimla,Himachal Pradesh,402.56,93.33,19.2,85.3,2276,Mountain Soil,25,1
2018,8,Shimla,Himachal Pradesh,39.14,14.31,20.8,70.9,2276,Mountain Soil,25,0
2019,8,Shimla,Himachal Pradesh,10.0,4.61,24.0,54.7,2276,Mountain Soil,25,0
2020,8,Shimla,Himachal Pradesh,147.48,32.49,19.8,89.3,2276,Mountain Soil,25,1
2021,8,Shimla,Himachal Pradesh,50.05,16.64,20.3,49.3,2276,Mountain Soil,25,0
2022,8,Shimla,Himachal Pradesh,135.61,58.04,20.7,73.8,2276,Mountain Soil,25,0
2023,8,Shimla,Himachal Pradesh,284.48,110.22,22.1,95.9,2276,Mountain Soil,25,1
2024,8,Shimla,Himachal Pradesh,328.99,86.36,17.8,72.5,2276,Mountain Soil,25,1
2025,8,Shimla,Himachal Pradesh,344.69,103.41,20.6,93.9,2276,Mountain Soil,25,1
2015,9,Shimla,Himachal Pradesh,66.22,32.86,23.3,64.0,2276,Mountain Soil,25,0
2016,9,Shimla,Himachal Pradesh,134.05,37.44,22.0,41.2,2276,Mountain Soil,25,0
2017,9,Shimla,Himachal Pradesh,200.73,77.76,23.5,76.3,2276,Mountain Soil,25,1
2018,9,Shimla,Himachal Pradesh,17.01,5.06,21.7,49.8,2276,Mountain Soil,25,0
2019,9,Shimla,Himachal Pradesh,141.83,28.67,22.5,61.3,2276,Mountain Soil,25,0
2020,9,Shimla,Himachal Pradesh,99.47,31.72,24.1,49.7,2276,Mountain Soil,25,0
2021,9,Shimla,Himachal Pradesh,228.23,66.58,22.8,72.1,2276,Mountain Soil,25,0
2022,9,Shimla,Himachal Pradesh,243.18,87.91,22.8,53.6,2276,Mountain Soil,25,0
2023,9,Shimla,Himachal Pradesh,47.69,11.02,21.3,68.3,2276,Mountain Soil,25,0
2024,9,Shimla,Himachal Pradesh,359.87,87.9,24.9,66.3,2276,Mountain Soil,25,1
2025,9,Shimla,Himachal Pradesh,142.13,29.45,21.5,65.3,2276,Mountain Soil,25,0
2015,10,Shimla,Himachal Pradesh,381.73,167.58,24.6,93.8,2276,Mountain Soil,25,1
2016,10,Shimla,Himachal Pradesh,162.24,46.71,25.0,81.3,2276,Mountain Soil,25,0
2017,10,Shimla,Himachal Pradesh,189.24,77.55,25.8,51.2,2276,Mountain Soil,25,0
2018,10,Shimla,Himachal Pradesh,196.33,44.7,27.0,77.7,2276,Mountain Soil,25,0
2019,10,Shimla,Himachal Pradesh,227.02,107.54,27.4,70.8,2276,Mountain Soil,25,0
2020,10,Shimla,Himachal Pradesh,187.57,54.41,24.4,61.0,2276,Mountain Soil,25,0
2021,10,Shimla,Himachal Pradesh,237.02,58.93,26.8,52.3,2276,Mountain Soil,25,0
2022,10,Shimla,Himachal Pradesh,106.95,24.37,23.9,73.3,2276,Mountain Soil,25,0
2023,10,Shimla,Himachal Pradesh,127.17,49.82,23.9,60.1,2276,Mountain Soil,25,0
2024,10,Shimla,Himachal Pradesh,102.8,25.87,21.2,69.4,2276,Mountain Soil,25,0
2025,10,Shimla,Himachal Pradesh,39.02,9.08,22.2,53.8,2276,Mountain Soil,25,0
2015,11,Shimla,Himachal Pradesh,120.57,56.91,22.7,62.1,2276,Mountain Soil,25,0
2016,11,Shimla,Himachal Pradesh,69.71,33.08,23.2,20.0,2276,Mountain Soil,25,0
2017,11,Shimla,Himachal Pradesh,112.44,50.26,24.0,68.4,2276,Mountain Soil,25,0
2018,11,Shimla,Himachal Pradesh,121.07,47.36,20.8,82.3,2276,Mountain Soil,25,1
2019,11,Shimla,Himachal Pradesh,140.25,68.54,26.1,79.4,2276,Mountain Soil,25,0
2020,11,Shimla,Himachal Pradesh,144.33,52.85,23.1,47.7,2276,Mountain Soil,25,0
2021,11,Shimla,Himachal Pradesh,183.59,50.64,21.6,56.7,2276,Mountain Soil,25,0
2022,11,Shimla,Himachal Pradesh,352.2,167.74,24.9,79.5,2276,Mountain Soil,25,1
2023,11,Shimla,Himachal Pradesh,90.73,29.63,28.3,76.1,2276,Mountain Soil,25,0
2024,11,Shimla,Himachal Pradesh,283.91,128.99,25.2,89.0,2276,Mountain Soil,25,0
2025,11,Shimla,Himachal Pradesh,77.26,32.29,22.7,75.8,2276,Mountain Soil,25,0
2015,12,Shimla,Himachal Pradesh,147.01,60.79,24.6,56.5,2276,Mountain Soil,25,0
2016,12,Shimla,Himachal Pradesh,30.48,7.73,23.3,73.1,2276,Mountain Soil,25,0
2017,12,Shimla,Himachal Pradesh,139.58,29.58,25.0,90.1,2276,Mountain Soil,25,1
2018,12,Shimla,Himachal Pradesh,257.55,93.41,27.1,60.2,2276,Mountain Soil,25,0
2019,12,Shimla,Himachal Pradesh,133.18,28.27,24.7,75.7,2276,Mountain Soil,25,1
2020,12,Shimla,Himachal Pradesh,209.17,92.99,27.8,53.6,2276,Mountain Soil,25,0
2021,12,Shimla,Himachal Pradesh,305.46,149.8,20.4,79.3,2276,Mountain Soil,25,1
2022,12,Shimla,Himachal Pradesh,258.25,98.21,25.3,97.1,2276,Mountain Soil,25,1
2023,12,Shimla,Himachal Pradesh,25.53,9.83,23.4,50.0,2276,Mountain Soil,25,0
2024,12,Shimla,Himachal Pradesh,305.3,91.94,23.2,60.1,2276,Mountain Soil,25,0
2025,12,Shimla,Himachal Pradesh,100.8,29.75,27.0,42.8,2276,Mountain Soil,25,0
2015,1,Visakhapatnam,Andhra Pradesh,141.8,36.3,27.5,48.9,45,Red Soil,5,0
2016,1,Visakhapatnam,Andhra Pradesh,57.18,24.93,28.8,85.2,45,Red Soil,5,0
2017,1,Visakhapatnam,Andhra Pradesh,264.94,88.14,29.0,35.9,45,Red Soil,5,0
2018,1,Visakhapatnam,Andhra Pradesh,149.41,38.8,30.1,59.2,45,Red Soil,5,0
2019,1,Visakhapatnam,Andhra Pradesh,122.66,31.48,32.4,93.9,45,Red Soil,5,0
2020,1,Visakhapatnam,Andhra Pradesh,403.57,197.66,29.5,88.3,45,Red Soil,5,1
2021,1,Visakhapatnam,Andhra Pradesh,46.36,13.99,33.6,72.8,45,Red Soil,5,0
2022,1,Visakhapatnam,Andhra Pradesh,182.75,83.61,29.6,48.0,45,Red Soil,5,0
2023,1,Visakhapatnam,Andhra Pradesh,182.02,65.45,33.7,61.1,45,Red Soil,5,0
2024,1,Visakhapatnam,Andhra Pradesh,15.97,3.59,33.3,64.2,45,Red Soil,5,0
2025,1,Visakhapatnam,Andhra Pradesh,81.77,34.62,33.7,49.4,45,Red Soil,5,0
2015,2,Visakhapatnam,Andhra Pradesh,201.12,56.92,30.3,55.2,45,Red Soil,5,0
2016,2,Visakhapatnam,Andhra Pradesh,68.88,20.29,26.1,42.8,45,Red Soil,5,0
2017,2,Visakhapatnam,Andhra Pradesh,10.0,4.43,26.8,42.4,45,Red Soil,5,0
2018,2,Visakhapatnam,Andhra Pradesh,238.4,52.41,28.7,76.1,45,Red Soil,5,1
2019,2,Visakhapatnam,Andhra Pradesh,148.61,40.28,31.0,68.1,45,Red Soil,5,0
2020,2,Visakhapatnam,Andhra Pradesh,152.75,60.14,25.9,38.0,45,Red Soil,5,0
2021,2,Visakhapatnam,Andhra Pradesh,348.45,77.83,25.9,80.9,45,Red Soil,5,1
2022,2,Visakhapatnam,Andhra Pradesh,78.89,31.13,32.8,58.2,45,Red Soil,5,0
2023,2,Visakhapatnam,Andhra Pradesh,82.46,23.07,31.5,48.6,45,Red Soil,5,0
2024,2,Visakhapatnam,Andhra Pradesh,207.07,102.26,32.8,74.3,45,Red Soil,5,0
2025,2,Visakhapatnam,Andhra Pradesh,67.48,16.84,29.9,72.9,45,Red Soil,5,0
2015,3,Visakhapatnam,Andhra Pradesh,189.71,81.15,30.5,73.8,45,Red Soil,5,0
2016,3,Visakhapatnam,Andhra Pradesh,142.16,29.73,30.7,55.7,45,Red Soil,5,0
2017,3,Visakhapatnam,Andhra Pradesh,273.82,95.57,33.0,86.2,45,Red Soil,5,1
2018,3,Visakhapatnam,Andhra Pradesh,194.18,56.51,28.0,39.4,45,Red Soil,5,0
2019,3,Visakhapatnam,Andhra Pradesh,10.0,3.94,33.2,83.5,45,Red Soil,5,0
2020,3,Visakhapatnam,Andhra Pradesh,147.66,69.48,33.0,74.9,45,Red Soil,5,0
2021,3,Visakhapatnam,Andhra Pradesh,127.39,59.85,32.7,62.5,45,Red Soil,5,0
2022,3,Visakhapatnam,Andhra Pradesh,80.42,20.1,32.3,62.7,45,Red Soil,5,0
2023,3,Visakhapatnam,Andhra Pradesh,119.19,26.13,30.7,63.7,45,Red Soil,5,0
2024,3,Visakhapatnam,Andhra Pradesh,151.73,48.58,31.8,73.2,45,Red Soil,5,0
2025,3,Visakhapatnam,Andhra Pradesh,290.9,77.0,26.7,35.7,45,Red Soil,5,0
2015,4,Visakhapatnam,Andhra Pradesh,58.56,26.78,26.5,76.0,45,Red Soil,5,1
2016,4,Visakhapatnam,Andhra Pradesh,243.67,96.14,29.9,56.5,45,Red Soil,5,0
2017,4,Visakhapatnam,Andhra Pradesh,10.0,4.72,30.0,69.8,45,Red Soil,5,0
2018,4,Visakhapatnam,Andhra Pradesh,96.63,30.49,33.3,46.7,45,Red Soil,5,0
2019,4,Visakhapatnam,Andhra Pradesh,10.0,3.82,30.1,55.2,45,Red Soil,5,0
2020,4,Visakhapatnam,Andhra Pradesh,140.12,61.89,26.3,54.1,45,Red Soil,5,0
2021,4,Visakhapatnam,Andhra Pradesh,217.11,102.02,28.3,73.7,45,Red Soil,5,0
2022,4,Visakhapatnam,Andhra Pradesh,10.0,2.18,26.7,76.9,45,Red Soil,5,0
2023,4,Visakhapatnam,Andhra Pradesh,225.09,90.13,26.4,66.6,45,Red Soil,5,0
2024,4,Visakhapatnam,Andhra Pradesh,113.91,28.04,27.8,80.4,45,Red Soil,5,0
2025,4,Visakhapatnam,Andhra Pradesh,10.0,4.52,28.3,47.4,45,Red Soil,5,0
2015,5,Visakhapatnam,Andhra Pradesh,40.17,18.41,28.4,86.2,45,Red Soil,5,0
2016,5,Visakhapatnam,Andhra Pradesh,245.32,98.96,32.9,72.9,45,Red Soil,5,0
2017,5,Visakhapatnam,Andhra Pradesh,233.08,73.65,28.7,71.4,45,Red Soil,5,0
2018,5,Visakhapatnam,Andhra Pradesh,121.83,33.87,29.4,96.8,45,Red Soil,5,0
2019,5,Visakhapatnam,Andhra Pradesh,149.29,59.63,29.3,54.4,45,Red Soil,5,0
2020,5,Visakhapatnam,Andhra Pradesh,416.94,98.02,32.6,96.5,45,Red Soil,5,1
2021,5,Visakhapatnam,Andhra Pradesh,123.02,27.55,26.0,53.2,45,Red Soil,5,0
2022,5,Visakhapatnam,Andhra Pradesh,247.38,73.81,29.8,73.8,45,Red Soil,5,1
2023,5,Visakhapatnam,Andhra Pradesh,312.68,67.68,32.5,51.6,45,Red Soil,5,0
2024,5,Visakhapatnam,Andhra Pradesh,206.57,92.33,32.8,61.6,45,Red Soil,5,0
2025,5,Visakhapatnam,Andhra Pradesh,291.01,130.05,26.2,51.2,45,Red Soil,5,0
2015,6,Visakhapatnam,Andhra Pradesh,188.18,70.28,30.2,83.7,45,Red Soil,5,1
2016,6,Visakhapatnam,Andhra Pradesh,167.61,50.06,29.6,61.8,45,Red Soil,5,0
2017,6,Visakhapatnam,Andhra Pradesh,376.54,124.63,28.7,89.1,45,Red Soil,5,1
2018,6,Visakhapatnam,Andhra Pradesh,403.2,83.76,25.6,79.8,45,Red Soil,5,1
2019,6,Visakhapatnam,Andhra Pradesh,321.8,143.52,23.9,83.0,45,Red Soil,5,1
2020,6,Visakhapatnam,Andhra Pradesh,41.48,11.18,27.7,40.2,45,Red Soil,5,0
2021,6,Visakhapatnam,Andhra Pradesh,577.57,186.46,30.4,83.7,45,Red Soil,5,1
2022,6,Visakhapatnam,Andhra Pradesh,179.81,42.11,28.8,78.5,45,Red Soil,5,1
2023,6,Visakhapatnam,Andhra Pradesh,285.48,141.69,27.0,94.2,45,Red Soil,5,1
2024,6,Visakhapatnam,Andhra Pradesh,10.0,4.57,25.1,65.3,45,Red Soil,5,0
2025,6,Visakhapatnam,Andhra Pradesh,343.03,120.44,25.7,84.4,45,Red Soil,5,1
2015,7,Visakhapatnam,Andhra Pradesh,45.4,12.47,25.7,77.0,45,Red Soil,5,0
2016,7,Visakhapatnam,Andhra Pradesh,70.85,34.09,28.0,70.1,45,Red Soil,5,0
2017,7,Visakhapatnam,Andhra Pradesh,20.97,7.64,29.6,54.6,45,Red Soil,5,0
2018,7,Visakhapatnam,Andhra Pradesh,240.89,103.81,27.4,75.1,45,Red Soil,5,1
2019,7,Visakhapatnam,Andhra Pradesh,15.19,5.11,30.5,88.7,45,Red Soil,5,0
2020,7,Visakhapatnam,Andhra Pradesh,52.38,12.08,24.5,73.6,45,Red Soil,5,0
2021,7,Visakhapatnam,Andhra Pradesh,13.89,3.28,29.0,67.4,45,Red Soil,5,0
2022,7,Visakhapatnam,Andhra Pradesh,288.59,71.77,28.6,61.6,45,Red Soil,5,0
2023,7,Visakhapatnam,Andhra Pradesh,505.37,165.09,28.8,91.9,45,Red Soil,5,1
2024,7,Visakhapatnam,Andhra Pradesh,312.42,76.68,22.9,79.0,45,Red Soil,5,1
2025,7,Visakhapatnam,Andhra Pradesh,161.78,56.61,23.7,61.1,45,Red Soil,5,0
2015,8,Visakhapatnam,Andhra Pradesh,309.27,147.44,26.6,76.6,45,Red Soil,5,1
2016,8,Visakhapatnam,Andhra Pradesh,113.05,24.91,30.4,79.8,45,Red Soil,5,1
2017,8,Visakhapatnam,Andhra Pradesh,437.21,127.45,28.4,84.8,45,Red Soil,5,1
2018,8,Visakhapatnam,Andhra Pradesh,75.03,17.5,26.6,81.4,45,Red Soil,5,0
2019,8,Visakhapatnam,Andhra Pradesh,73.74,20.04,25.1,85.7,45,Red Soil,5,1
2020,8,Visakhapatnam,Andhra Pradesh,237.5,105.07,27.9,93.4,45,Red Soil,5,1
2021,8,Visakhapatnam,Andhra Pradesh,317.29,100.22,28.0,85.8,45,Red Soil,5,1
2022,8,Visakhapatnam,Andhra Pradesh,473.99,142.73,25.0,71.0,45,Red Soil,5,1
2023,8,Visakhapatnam,Andhra Pradesh,17.29,6.11,30.0,67.6,45,Red Soil,5,0
2024,8,Visakhapatnam,Andhra Pradesh,145.82,43.85,24.5,45.1,45,Red Soil,5,0
2025,8,Visakhapatnam,Andhra Pradesh,14.46,4.48,28.6,55.5,45,Red Soil,5,0
2015,9,Visakhapatnam,Andhra Pradesh,149.39,68.3,25.2,67.8,45,Red Soil,5,1
2016,9,Visakhapatnam,Andhra Pradesh,400.17,83.96,23.7,84.3,45,Red Soil,5,1
2017,9,Visakhapatnam,Andhra Pradesh,36.51,15.05,27.5,49.7,45,Red Soil,5,0
2018,9,Visakhapatnam,Andhra Pradesh,178.75,62.27,27.5,77.4,45,Red Soil,5,0
2019,9,Visakhapatnam,Andhra Pradesh,242.53,101.18,29.2,100.0,45,Red Soil,5,1
2020,9,Visakhapatnam,Andhra Pradesh,435.63,189.86,30.5,100.0,45,Red Soil,5,1
2021,9,Visakhapatnam,Andhra Pradesh,537.07,145.22,26.0,82.8,45,Red Soil,5,1
2022,9,Visakhapatnam,Andhra Pradesh,423.57,126.5,30.0,89.6,45,Red Soil,5,1
2023,9,Visakhapatnam,Andhra Pradesh,436.71,99.43,24.7,88.7,45,Red Soil,5,1
2024,9,Visakhapatnam,Andhra Pradesh,113.84,25.22,24.0,48.7,45,Red Soil,5,0
2025,9,Visakhapatnam,Andhra Pradesh,414.71,203.99,28.0,72.4,45,Red Soil,5,1
2015,10,Visakhapatnam,Andhra Pradesh,571.57,272.74,24.5,84.7,45,Red Soil,5,1
2016,10,Visakhapatnam,Andhra Pradesh,51.67,14.64,25.0,85.1,45,Red Soil,5,1
2017,10,Visakhapatnam,Andhra Pradesh,22.89,4.74,24.2,53.6,45,Red Soil,5,0
2018,10,Visakhapatnam,Andhra Pradesh,242.64,101.87,24.3,46.0,45,Red Soil,5,0
2019,10,Visakhapatnam,Andhra Pradesh,211.73,46.36,24.6,90.1,45,Red Soil,5,1
2020,10,Visakhapatnam,Andhra Pradesh,265.86,111.29,29.4,94.5,45,Red Soil,5,1
2021,10,Visakhapatnam,Andhra Pradesh,355.38,80.9,27.4,94.3,45,Red Soil,5,1
2022,10,Visakhapatnam,Andhra Pradesh,418.68,111.65,29.8,85.7,45,Red Soil,5,1
2023,10,Visakhapatnam,Andhra Pradesh,164.3,43.74,30.4,47.0,45,Red Soil,5,0
2024,10,Visakhapatnam,Andhra Pradesh,453.39,181.5,28.1,74.1,45,Red Soil,5,1
2025,10,Visakhapatnam,Andhra Pradesh,226.82,50.44,29.3,70.9,45,Red Soil,5,0
2015,11,Visakhapatnam,Andhra Pradesh,249.44,86.06,33.4,69.0,45,Red Soil,5,0
2016,11,Visakhapatnam,Andhra Pradesh,135.44,35.55,30.0,81.1,45,Red Soil,5,1
2017,11,Visakhapatnam,Andhra Pradesh,155.66,62.79,26.7,38.6,45,Red Soil,5,0
2018,11,Visakhapatnam,Andhra Pradesh,289.36,78.42,28.2,66.3,45,Red Soil,5,0
2019,11,Visakhapatnam,Andhra Pradesh,394.8,176.62,29.7,76.5,45,Red Soil,5,0
2020,11,Visakhapatnam,Andhra Pradesh,327.0,98.35,26.7,100.0,45,Red Soil,5,1
2021,11,Visakhapatnam,Andhra Pradesh,122.03,26.75,26.3,66.4,45,Red Soil,5,0
2022,11,Visakhapatnam,Andhra Pradesh,186.09,45.74,33.8,55.4,45,Red Soil,5,0
2023,11,Visakhapatnam,Andhra Pradesh,296.1,106.55,31.9,73.2,45,Red Soil,5,0
2024,11,Visakhapatnam,Andhra Pradesh,268.5,91.54,25.9,28.9,45,Red Soil,5,0
2025,11,Visakhapatnam,Andhra Pradesh,135.61,44.51,32.2,59.0,45,Red Soil,5,0
2015,12,Visakhapatnam,Andhra Pradesh,282.77,87.5,28.6,61.0,45,Red Soil,5,0
2016,12,Visakhapatnam,Andhra Pradesh,308.39,65.49,29.9,76.0,45,Red Soil,5,0
2017,12,Visakhapatnam,Andhra Pradesh,298.84,64.96,26.9,81.6,45,Red Soil,5,1
2018,12,Visakhapatnam,Andhra Pradesh,75.47,17.77,32.0,77.6,45,Red Soil,5,0
2019,12,Visakhapatnam,Andhra Pradesh,83.77,34.35,26.0,42.6,45,Red Soil,5,0
2020,12,Visakhapatnam,Andhra Pradesh,70.35,32.94,29.7,55.8,45,Red Soil,5,0
2021,12,Visakhapatnam,Andhra Pradesh,10.0,3.37,30.8,63.2,45,Red Soil,5,0
